Family	Count	Hits	TotMarkerLength
tr|A0A0L6U1F4|A0A0L6U1F4_9FIRM	0.0	0	300
tr|A0A0L6Z5I8|A0A0L6Z5I8_9CLOT	0.0	0	78
tr|A0A0M0A6V8|A0A0M0A6V8_CLOBO	0.0	0	181
tr|A0A0M0A789|A0A0M0A789_CLOBO	0.0	0	138
tr|A0A0M0A869|A0A0M0A869_CLOBO	0.0	0	296
tr|A0A0M0BEB4|A0A0M0BEB4_9ARCH	0.0	0	300
tr|A0A0M0BH12|A0A0M0BH12_9ARCH	0.0	0	300
tr|A0A0M0SH00|A0A0M0SH00_9CYAN	8.255928871480121	165	16
tr|A0A0M1JSS3|A0A0M1JSS3_9CYAN	0.0	0	89
tr|A0A0M2JHN7|A0A0M2JHN7_9ACTN	0.0	0	33
tr|A0A0M2NDU3|A0A0M2NDU3_9FIRM	0.0	0	300
tr|A0A0M2NG28|A0A0M2NG28_9FIRM	0.0	0	300
tr|A0A0M2NGW0|A0A0M2NGW0_9FIRM	0.0	0	300
tr|A0A0M2NIB2|A0A0M2NIB2_9FIRM	0.0	0	300
tr|A0A0M2NIW5|A0A0M2NIW5_9FIRM	0.0	0	300
tr|A0A0M2NKL8|A0A0M2NKL8_9FIRM	0.0	0	300
tr|A0A0M2NMT9|A0A0M2NMT9_9FIRM	0.0	0	300
tr|A0A0M2NMU6|A0A0M2NMU6_9FIRM	0.0	0	155
tr|A0A0M2NPG2|A0A0M2NPG2_9FIRM	0.0	0	299
tr|A0A0M2U0V4|A0A0M2U0V4_9FIRM	0.0	0	292
tr|A0A0M2U450|A0A0M2U450_9FIRM	0.0	0	300
tr|A0A0M2U4U2|A0A0M2U4U2_9FIRM	0.0	0	300
tr|A0A0M2U4X7|A0A0M2U4X7_9FIRM	0.0	0	100
tr|A0A0M2U7R3|A0A0M2U7R3_9FIRM	0.0	0	110
tr|A0A0M3AH13|A0A0M3AH13_9GAMM	0.0	0	110
tr|A0A0M3BZY6|A0A0M3BZY6_ACIPI	0.0	0	300
tr|A0A0M3TBC4|A0A0M3TBC4_9ACTN	0.0	0	68
tr|A0A0M6WBS0|A0A0M6WBS0_9FIRM	4.503233929898242	6	33
tr|A0A0M8JQ87|A0A0M8JQ87_9CHLR	0.0	0	252
tr|A0A0M8V3N8|A0A0M8V3N8_9ACTN	0.0	0	31
tr|A0A0M8XWL4|A0A0M8XWL4_9PSEU	0.0	0	59
tr|A0A0M9DXA4|A0A0M9DXA4_9DELT	0.0	0	300
tr|A0A0M9X0U1|A0A0M9X0U1_9BACI	0.0	0	11
tr|A0A0N0D306|A0A0N0D306_9DELT	0.0	0	300
tr|A0A0N0TNH9|A0A0N0TNH9_9ACTN	0.0	0	9
tr|A0A0N0V2Z9|A0A0N0V2Z9_9DELT	0.0	0	300
tr|A0A0N0XNK6|A0A0N0XNK6_9NEIS	0.0	0	84
tr|A0A0N8GN74|A0A0N8GN74_9CHLR	0.0	0	157
tr|A0A0N8NM72|A0A0N8NM72_9CLOT	0.0	0	269
tr|A0A0P0CKU4|A0A0P0CKU4_9FLAO	0.0	0	92
tr|A0A0P0F3G2|A0A0P0F3G2_AZOBR	0.0	0	42
tr|A0A0P4U1H0|A0A0P4U1H0_ROSNE	0.0	0	300
tr|A0A0P6WP22|A0A0P6WP22_9CHLR	0.0	0	300
tr|A0A0P6YAC6|A0A0P6YAC6_9CHLR	0.0	0	300
tr|A0A0P6YDT3|A0A0P6YDT3_9CHLR	0.0	0	259
tr|A0A0P7AMN2|A0A0P7AMN2_9FLAO	0.0	0	156
tr|A0A0P7Z549|A0A0P7Z549_9BACT	0.0	0	140
tr|A0A0P8BIE2|A0A0P8BIE2_9CYAN	0.0	15	51
tr|A0A0P8BW10|A0A0P8BW10_9CYAN	0.0	0	35
tr|A0A0Q0VR02|A0A0Q0VR02_9DELT	0.0	0	300
tr|A0A0Q0W1P7|A0A0Q0W1P7_9DELT	0.0	0	295
tr|A0A0Q0W3I4|A0A0Q0W3I4_9DELT	0.0	0	300
tr|A0A0Q1A2Y0|A0A0Q1A2Y0_9DELT	0.0	0	300
tr|A0A0Q1AB42|A0A0Q1AB42_9DELT	0.0	0	300
tr|A0A0Q1ALV0|A0A0Q1ALV0_9DELT	0.0	0	300
tr|A0A0Q3W9K8|A0A0Q3W9K8_9BACI	0.0	38	36
tr|A0A0Q4QB57|A0A0Q4QB57_9BACL	0.0	0	105
tr|A0A0Q5J1I3|A0A0Q5J1I3_9CELL	0.0	304	57
tr|A0A0Q6G6I7|A0A0Q6G6I7_9MICO	0.0	0	23
tr|A0A0Q6W544|A0A0Q6W544_9BURK	0.0	0	300
tr|A0A0Q7JAP2|A0A0Q7JAP2_9BACL	0.0	0	16
tr|A0A0Q7MJH9|A0A0Q7MJH9_9CELL	0.0	0	47
tr|A0A0Q7U945|A0A0Q7U945_9CAUL	0.0	0	46
tr|A0A0Q9Y475|A0A0Q9Y475_9BACI	0.0	0	63
tr|A0A0R1F6B2|A0A0R1F6B2_9LACO	0.0	0	135
tr|A0A0R1GFB5|A0A0R1GFB5_9LACO	0.0	0	259
tr|A0A0R1GLI9|A0A0R1GLI9_9LACO	0.0	0	159
tr|A0A0R1GNH5|A0A0R1GNH5_9LACO	0.0	0	125
tr|A0A0R1JWU8|A0A0R1JWU8_LACSK	0.0	4	25
tr|A0A0R1K819|A0A0R1K819_9LACO	0.10007186510884995	1	8
tr|A0A0R1KB33|A0A0R1KB33_9LACO	0.0	0	169
tr|A0A0R1M0K9|A0A0R1M0K9_9LACO	0.0	0	14
tr|A0A0R1NB31|A0A0R1NB31_9LACO	0.0	0	17
tr|A0A0R1Q920|A0A0R1Q920_9LACO	0.0	0	106
tr|A0A0R1R6B3|A0A0R1R6B3_9LACO	0.0	0	71
tr|A0A0R1V613|A0A0R1V613_9LACO	0.0	0	157
tr|A0A0R1VLQ7|A0A0R1VLQ7_9LACO	0.0	0	300
tr|A0A0R1VYA3|A0A0R1VYA3_9LACO	0.0	1	72
tr|A0A0R1WVJ9|A0A0R1WVJ9_9LACO	0.0	0	80
tr|A0A0R1XHH1|A0A0R1XHH1_9LACO	0.0	0	94
tr|A0A0R2AF79|A0A0R2AF79_9LACO	0.0	0	92
tr|A0A0R2CMK8|A0A0R2CMK8_9LACO	0.0	3	59
tr|A0A0R2DE90|A0A0R2DE90_9LACO	0.0	43	57
tr|A0A0R2FPV6|A0A0R2FPV6_9LACO	0.0	0	190
tr|A0A0R2FVZ1|A0A0R2FVZ1_9LACO	0.0	0	136
tr|A0A0R2H5D7|A0A0R2H5D7_9FIRM	0.0	0	124
tr|A0A0R2HSS6|A0A0R2HSS6_9ACTN	0.0	0	68
tr|A0A0R2HUV7|A0A0R2HUV7_9ACTN	0.0	0	300
tr|A0A0R2HW12|A0A0R2HW12_9ACTN	0.0	0	46
tr|A0A0R2MKV0|A0A0R2MKV0_9LACO	0.0	24	74
tr|A0A0R3JY34|A0A0R3JY34_9CLOT	0.0	0	8
tr|A0A0R3KXX8|A0A0R3KXX8_9BRAD	0.0	0	50
tr|A0A0S2HX23|A0A0S2HX23_9BACT	0.0	0	300
tr|A0A0S2SF42|A0A0S2SF42_9GAMM	0.0	0	205
tr|A0A0S3J6L2|A0A0S3J6L2_9ENTR	0.0	0	296
tr|A0A0S3K9R3|A0A0S3K9R3_9ENTE	0.0	0	53
tr|A0A0S4LPH7|A0A0S4LPH7_9BACT	0.0	0	300
tr|A0A0S6VPN4|A0A0S6VPN4_9BACT	0.0	0	296
tr|A0A0S6W4L7|A0A0S6W4L7_9BACT	0.0	0	234
tr|A0A0S7BH42|A0A0S7BH42_9CHLR	0.0	0	238
tr|A0A0S7C483|A0A0S7C483_9BACT	0.0	0	300
tr|A0A0S7WEY6|A0A0S7WEY6_9CHLR	0.0	0	244
tr|A0A0S7X6R7|A0A0S7X6R7_9DELT	0.0	0	300
tr|A0A0S7X6T8|A0A0S7X6T8_9DELT	0.0	0	300
tr|A0A0S7XEM7|A0A0S7XEM7_9BACT	0.0	0	235
tr|A0A0S7YGN3|A0A0S7YGN3_9BACT	0.0	0	300
tr|A0A0S7YSZ0|A0A0S7YSZ0_9DELT	0.0	0	288
tr|A0A0S7ZHA0|A0A0S7ZHA0_9SPIR	0.0	0	300
tr|A0A0S7ZHD1|A0A0S7ZHD1_9SPIR	0.0	0	214
tr|A0A0S7ZKP1|A0A0S7ZKP1_9BACT	0.0	0	282
tr|A0A0S7ZN25|A0A0S7ZN25_9SPIR	0.0	0	298
tr|A0A0S7ZQT6|A0A0S7ZQT6_9SPIR	0.0	0	300
tr|A0A0S7ZS05|A0A0S7ZS05_9SPIR	0.0	0	300
tr|A0A0S8B3C6|A0A0S8B3C6_9BACT	0.0	0	297
tr|A0A0S8BKP4|A0A0S8BKP4_9DELT	0.0	0	300
tr|A0A0S8E684|A0A0S8E684_9BACT	0.0	0	169
tr|A0A0S8F275|A0A0S8F275_9DELT	0.0	0	227
tr|A0A0S8FNY7|A0A0S8FNY7_9BACT	0.0	0	254
tr|A0A0S8FRS7|A0A0S8FRS7_9BACT	0.0	0	208
tr|A0A0S8GU00|A0A0S8GU00_9BACT	0.0	0	225
tr|A0A0S8H7Y7|A0A0S8H7Y7_9BACT	0.0	0	177
tr|A0A0S8HKW9|A0A0S8HKW9_9BACE	0.0	0	243
tr|A0A0S8HNF7|A0A0S8HNF7_9BACT	0.0	0	256
tr|A0A0S8I7Q5|A0A0S8I7Q5_9DELT	0.0	0	300
tr|A0A0S8IBH0|A0A0S8IBH0_9CHLR	0.0	0	300
tr|A0A0S8IIS4|A0A0S8IIS4_9BACT	0.0	0	299
tr|A0A0S8IJ57|A0A0S8IJ57_9BACT	0.0	0	300
tr|A0A0S8J037|A0A0S8J037_9BACT	0.0	0	109
tr|A0A0S8JE93|A0A0S8JE93_9BACT	0.0	39	249
tr|A0A0S8K0S6|A0A0S8K0S6_9BACT	0.0	0	183
tr|A0A0S8K0V5|A0A0S8K0V5_9BACE	0.0	0	300
tr|A0A0S8K632|A0A0S8K632_9BACE	0.0	0	296
tr|A0A0S8K6Z6|A0A0S8K6Z6_9BACE	0.0	0	300
tr|A0A0S8K8Y4|A0A0S8K8Y4_9BACT	0.0	0	292
tr|A0A0S8KGW2|A0A0S8KGW2_9CHLR	0.0	0	296
tr|A0A0T2QF06|A0A0T2QF06_9SPHN	0.0	0	72
tr|A0A0T5X9U5|A0A0T5X9U5_9BACT	0.0	0	158
tr|A0A0T6PP92|A0A0T6PP92_9GAMM	0.0	0	60
tr|A0A0T7CYN3|A0A0T7CYN3_9VIBR	0.0	0	16
tr|A0A0T8QTS3|A0A0T8QTS3_STREE	0.0	2	92
tr|A0A0T9PBU8|A0A0T9PBU8_YERKR	0.0	0	23
tr|A0A0T9XPI6|A0A0T9XPI6_SALET	0.0	0	34
tr|A0A0U0K2C1|A0A0U0K2C1_STREE	0.0	0	42
tr|A0A0U0ZBS0|A0A0U0ZBS0_9MYCO	0.0	0	25
tr|A0A0U1NVQ1|A0A0U1NVQ1_9BACI	0.0	0	65
tr|A0A0U2UYY0|A0A0U2UYY0_9BACL	0.0	0	49
tr|A0A0U3MV81|A0A0U3MV81_9LACT	0.0	9	32
tr|A0A0U5HGW3|A0A0U5HGW3_STRRE	0.0	0	33
tr|A0A0U5NPR4|A0A0U5NPR4_9CLOT	0.0	0	300
tr|A0A0U5P2D4|A0A0U5P2D4_9CLOT	0.0	0	219
tr|A0A0U9HDS0|A0A0U9HDS0_9THEO	0.0	0	297
tr|A0A0V7ZVG7|A0A0V7ZVG7_9CYAN	0.0	0	83
tr|A0A0V8QAB4|A0A0V8QAB4_9FIRM	0.0	0	65
tr|A0A0V8QCF5|A0A0V8QCF5_9FIRM	0.0	2	122
tr|A0A0V8QE76|A0A0V8QE76_9FIRM	0.0	0	93
tr|A0A0W8EA41|A0A0W8EA41_9ZZZZ	0.0	0	269
tr|A0A0W8FL18|A0A0W8FL18_9ZZZZ	0.0	0	300
tr|A0A0W8FYN4|A0A0W8FYN4_9ZZZZ	0.0	0	300
tr|A0A0W8JL95|A0A0W8JL95_BACLI	0.0	0	33
tr|A0A0X1TKC9|A0A0X1TKC9_9FIRM	0.0	0	50
tr|A0A0X1U7X8|A0A0X1U7X8_CLOPR	0.0	2	35
tr|A0A0X8FC81|A0A0X8FC81_9LACT	0.0	0	53
tr|A0A0X8FJX5|A0A0X8FJX5_9LACT	0.0	0	62
tr|A0A0X8H1X4|A0A0X8H1X4_9FIRM	0.0	0	119
tr|A0A0X8JHB5|A0A0X8JHB5_9DELT	0.0	0	300
tr|A0A0X8WYD0|A0A0X8WYD0_9CYAN	0.0	0	97
tr|A0A0X8X1X0|A0A0X8X1X0_9SPHI	0.0	0	128
tr|A0A100YR89|A0A100YR89_9FIRM	0.0	0	248
tr|A0A100YWM3|A0A100YWM3_9ACTN	0.0	0	300
tr|A0A100YXA1|A0A100YXA1_9ACTN	0.0	0	300
tr|A0A101DF56|A0A101DF56_ARCFL	0.0	0	300
tr|A0A101F1Q5|A0A101F1Q5_9EURY	0.0	1	86
tr|A0A101FHD2|A0A101FHD2_9THEO	0.0	0	162
tr|A0A101G5A0|A0A101G5A0_9FIRM	0.0	0	121
tr|A0A101GBX3|A0A101GBX3_9BACT	0.0	0	300
tr|A0A101GRY1|A0A101GRY1_9FIRM	0.0	0	300
tr|A0A101HB83|A0A101HB83_9FIRM	0.0	0	202
tr|A0A101HY92|A0A101HY92_9BACT	0.0	0	217
tr|A0A101VA27|A0A101VA27_9FIRM	0.0	0	197
tr|A0A101VEF7|A0A101VEF7_9FIRM	0.0	0	257
tr|A0A101VQ84|A0A101VQ84_9BACT	0.0	0	300
tr|A0A101VS48|A0A101VS48_9BACT	0.0	0	265
tr|A0A101VZA3|A0A101VZA3_9BACT	0.0	0	300
tr|A0A101WEA2|A0A101WEA2_9FIRM	0.0	0	265
tr|A0A101WJ16|A0A101WJ16_9FIRM	0.0	0	222
tr|A0A110A795|A0A110A795_CLOPR	0.0	0	95
tr|A0A117L5Y9|A0A117L5Y9_9BACT	0.0	0	230
tr|A0A117LM27|A0A117LM27_9BACT	0.0	0	168
tr|A0A117MN71|A0A117MN71_9ACTN	0.0	0	82
tr|A0A117SHS9|A0A117SHS9_9FIRM	0.0	0	300
tr|A0A124FIM8|A0A124FIM8_9FIRM	0.0	0	300
tr|A0A124IJF3|A0A124IJF3_9FIRM	0.0	0	196
tr|A0A126R0H0|A0A126R0H0_9EURY	0.0	0	300
tr|A0A127AQE8|A0A127AQE8_9DELT	0.0	0	300
tr|A0A133KAW7|A0A133KAW7_9FIRM	0.0	0	102
tr|A0A133NA57|A0A133NA57_9FUSO	0.0	0	88
tr|A0A133QCA9|A0A133QCA9_STALU	0.0	0	44
tr|A0A133QVT5|A0A133QVT5_STASI	0.0	0	29
tr|A0A133SGV0|A0A133SGV0_9FIRM	0.0	0	159
tr|A0A133SKD4|A0A133SKD4_9FIRM	0.0	0	76
tr|A0A133U8F5|A0A133U8F5_9EURY	0.0	0	297
tr|A0A133YEC5|A0A133YEC5_9FIRM	0.0	0	20
tr|A0A133YZG7|A0A133YZG7_9FIRM	0.0	0	136
tr|A0A133ZDP0|A0A133ZDP0_9FIRM	0.0	0	18
tr|A0A133ZS95|A0A133ZS95_9BACL	0.0	0	92
tr|A0A134A3S3|A0A134A3S3_9ACTN	0.0	0	130
tr|A0A134A405|A0A134A405_9ACTN	0.0	0	300
tr|A0A134A578|A0A134A578_9ACTN	0.0	0	62
tr|A0A134AK54|A0A134AK54_9FUSO	0.0	0	89
tr|A0A134AP14|A0A134AP14_9FIRM	0.0	0	167
tr|A0A134BJE8|A0A134BJE8_9ACTO	0.0	0	29
tr|A0A134C3W7|A0A134C3W7_9FIRM	0.0	0	79
tr|A0A134CD09|A0A134CD09_9FIRM	0.0	0	300
tr|A0A134CDD5|A0A134CDD5_9FIRM	0.0	0	88
tr|A0A135L7J8|A0A135L7J8_9BACI	0.0	0	74
tr|A0A135PAX0|A0A135PAX0_9ACTN	0.0	0	33
tr|A0A135VKS2|A0A135VKS2_9ARCH	0.0	0	300
tr|A0A135VMY2|A0A135VMY2_9ARCH	0.0	0	300
tr|A0A135VPV8|A0A135VPV8_9ARCH	0.0	0	255
tr|A0A135VQY2|A0A135VQY2_9ARCH	0.0	0	300
tr|A0A135VWA9|A0A135VWA9_9ARCH	0.0	0	300
tr|A0A135YXS0|A0A135YXS0_9FIRM	0.0	0	88
tr|A0A136Q5E5|A0A136Q5E5_9FIRM	0.0	0	213
tr|A0A136Q7D3|A0A136Q7D3_9FIRM	0.0	0	287
tr|A0A137SUC7|A0A137SUC7_9FIRM	0.0	0	31
tr|A0A139A8W4|A0A139A8W4_GONPR	0.0	0	160
tr|A0A139D8L1|A0A139D8L1_9FIRM	0.0	0	300
tr|A0A139T096|A0A139T096_9FIRM	0.0	0	45
tr|A0A139T368|A0A139T368_9FIRM	0.0	2	71
tr|A0A139TRY3|A0A139TRY3_9BACT	0.8637782040974415	77	87
tr|A0A140DV12|A0A140DV12_9FIRM	0.0	0	300
tr|A0A140DXE8|A0A140DXE8_9FIRM	0.0	0	300
tr|A0A140DXR4|A0A140DXR4_9FIRM	0.0	0	126
tr|A0A140L0L2|A0A140L0L2_9CLOT	0.0	0	100
tr|A0A140L1N5|A0A140L1N5_9CLOT	0.0	0	134
tr|A0A140L3G3|A0A140L3G3_9CLOT	0.0	0	181
tr|A0A140L3K1|A0A140L3K1_9THEO	0.0	0	106
tr|A0A140LAC5|A0A140LAC5_9THEO	0.0	0	104
tr|A0A142BES5|A0A142BES5_9GAMM	0.0	0	34
tr|A0A142JYV4|A0A142JYV4_9ZZZZ	0.0	0	196
tr|A0A143DC78|A0A143DC78_9PROT	0.0	0	33
tr|A0A143PKD2|A0A143PKD2_9BACT	0.0	0	160
tr|A0A143X866|A0A143X866_9FIRM	0.0	0	65
tr|A0A143X8V0|A0A143X8V0_9FIRM	0.0	0	159
tr|A0A143XAV1|A0A143XAV1_9ACTN	0.0	0	300
tr|A0A143Y0A2|A0A143Y0A2_9FIRM	0.0	0	21
tr|A0A143Y6U5|A0A143Y6U5_9LACT	0.0	0	18
tr|A0A143YBK1|A0A143YBK1_9LACT	0.0	0	297
tr|A0A143ZQQ3|A0A143ZQQ3_9FIRM	0.0	0	178
tr|A0A143ZRH1|A0A143ZRH1_9FIRM	0.0	0	78
tr|A0A146KDR1|A0A146KDR1_9EUKA	0.0	0	300
tr|A0A147KC58|A0A147KC58_9BACI	0.0	0	65
tr|A0A149PLC6|A0A149PLC6_9BURK	0.0	0	114
tr|A0A150AQH2|A0A150AQH2_9BACT	0.0	0	191
tr|A0A150ARC2|A0A150ARC2_9BACT	0.0	0	244
tr|A0A150FPA5|A0A150FPA5_CLOPD	0.0	0	73
tr|A0A150GZU0|A0A150GZU0_GONPE	0.0	237	64
tr|A0A150HF03|A0A150HF03_9MICO	0.0	0	49
tr|A0A150LDR9|A0A150LDR9_9BACI	0.0	0	17
tr|A0A150Y6N3|A0A150Y6N3_9FIRM	0.0	0	68
tr|A0A151AKK2|A0A151AKK2_9CLOT	0.0	0	46
tr|A0A151APF4|A0A151APF4_9CLOT	0.0	0	172
tr|A0A151AX32|A0A151AX32_9THEO	0.0	0	300
tr|A0A151B461|A0A151B461_9CLOT	0.0	0	77
tr|A0A151B7S6|A0A151B7S6_9CLOT	0.0	0	202
tr|A0A151BL95|A0A151BL95_9ARCH	0.0	0	300
tr|A0A151EJY1|A0A151EJY1_9EURY	0.0	0	281
tr|A0A151F8P6|A0A151F8P6_9EURY	0.0	0	210
tr|A0A151F9E2|A0A151F9E2_9EURY	0.0	0	300
tr|A0A151F9S9|A0A151F9S9_9EURY	0.0	0	164
tr|A0A154BQG9|A0A154BQG9_9FIRM	0.0	0	156
tr|A0A154BWA2|A0A154BWA2_9FIRM	0.0	0	299
tr|A0A161Q8C6|A0A161Q8C6_9BACI	0.0	0	54
tr|A0A161WR93|A0A161WR93_9CLOT	0.0	0	300
tr|A0A161X9W5|A0A161X9W5_9CLOT	0.0	0	94
tr|A0A161XEE6|A0A161XEE6_9CLOT	0.0	0	54
tr|A0A162MAZ7|A0A162MAZ7_9FIRM	0.0	0	246
tr|A0A162MVU1|A0A162MVU1_9FIRM	0.0	0	211
tr|A0A162U4K9|A0A162U4K9_9GAMM	0.0	0	137
tr|A0A164NCE3|A0A164NCE3_BACCE	0.0	0	300
tr|A0A165ICG6|A0A165ICG6_9VIBR	0.0	0	114
tr|A0A168EHU4|A0A168EHU4_9MICO	0.0	0	64
tr|A0A170NN66|A0A170NN66_9CLOT	0.0	0	118
tr|A0A171CQM2|A0A171CQM2_9ACTN	0.0	0	76
tr|A0A172ZIR7|A0A172ZIR7_9BACL	0.0	0	85
tr|A0A173RAC9|A0A173RAC9_ANAHA	0.0	0	33
tr|A0A173RHB6|A0A173RHB6_ANAHA	0.0	0	299
tr|A0A173RWW3|A0A173RWW3_9FIRM	0.2445365124840318	20	90
tr|A0A173S205|A0A173S205_ANAHA	0.0	0	300
tr|A0A173S5X5|A0A173S5X5_9FIRM	0.0	5	300
tr|A0A173STL7|A0A173STL7_9FIRM	0.0	0	110
tr|A0A173T9G2|A0A173T9G2_BACT4	0.14813269506244237	476	298
tr|A0A173TLM9|A0A173TLM9_9FIRM	0.10007186510884995	1	8
tr|A0A173UIV7|A0A173UIV7_ANAHA	0.0	1	52
tr|A0A173ULY0|A0A173ULY0_9FIRM	0.0	0	300
tr|A0A173V5T2|A0A173V5T2_EUBRA	12.759162801378348	17	33
tr|A0A173WTZ1|A0A173WTZ1_9FIRM	0.0	6	83
tr|A0A173Z395|A0A173Z395_9FIRM	0.7900410403330252	2	36
tr|A0A173Z7M6|A0A173Z7M6_9CLOT	0.0	0	52
tr|A0A173ZGI4|A0A173ZGI4_9FIRM	0.0	0	300
tr|A0A173ZLM3|A0A173ZLM3_9CLOT	0.0	0	293
tr|A0A173ZPK8|A0A173ZPK8_9FIRM	0.11124589747772348	9	86
tr|A0A174A6N2|A0A174A6N2_9FIRM	0.0	0	294
tr|A0A174C5P0|A0A174C5P0_9FIRM	0.0	0	9
tr|A0A174DYF6|A0A174DYF6_CLOSY	0.0	0	63
tr|A0A174DZW1|A0A174DZW1_9FIRM	0.0	0	84
tr|A0A174EXZ0|A0A174EXZ0_9CLOT	0.0	0	298
tr|A0A174F1B2|A0A174F1B2_9FIRM	0.12508983138606244	21	295
tr|A0A174FP99|A0A174FP99_9FIRM	0.0	0	300
tr|A0A174FUW2|A0A174FUW2_9FIRM	0.0	0	298
tr|A0A174H3C4|A0A174H3C4_9BACT	0.08624205766368279	9	300
tr|A0A174H662|A0A174H662_CLOSY	0.0	0	118
tr|A0A174HXK8|A0A174HXK8_9FIRM	0.0	0	131
tr|A0A174IC82|A0A174IC82_9FIRM	0.0	0	129
tr|A0A174IJ31|A0A174IJ31_9FIRM	0.0	0	300
tr|A0A174K6I9|A0A174K6I9_9FIRM	0.0	0	33
tr|A0A174K6W3|A0A174K6W3_9FIRM	0.0	0	151
tr|A0A174KHW2|A0A174KHW2_9FIRM	0.0	0	143
tr|A0A174KQS2|A0A174KQS2_9CLOT	0.0	0	140
tr|A0A174KU93|A0A174KU93_9CLOT	0.0	0	114
tr|A0A174L736|A0A174L736_9FIRM	0.0	0	300
tr|A0A174LF87|A0A174LF87_9FIRM	0.0	1	300
tr|A0A174M043|A0A174M043_9CLOT	0.0	1	300
tr|A0A174PVX3|A0A174PVX3_9FIRM	0.11330956777253606	10	300
tr|A0A174R1V4|A0A174R1V4_9FIRM	0.0	0	300
tr|A0A174REB9|A0A174REB9_9FIRM	0.12476203531429764	13	300
tr|A0A174U615|A0A174U615_9FIRM	0.0	0	18
tr|A0A174V1I4|A0A174V1I4_9FIRM	0.0	2	300
tr|A0A174V4Q5|A0A174V4Q5_9FIRM	0.0	0	300
tr|A0A174V663|A0A174V663_9FIRM	0.0	2	121
tr|A0A174VYU8|A0A174VYU8_9FIRM	0.0	5	122
tr|A0A174W4W6|A0A174W4W6_9FIRM	0.0	0	276
tr|A0A174W5M8|A0A174W5M8_9FIRM	0.0	0	300
tr|A0A174XER0|A0A174XER0_9CLOT	0.0	0	300
tr|A0A174XJP9|A0A174XJP9_9FIRM	0.0	0	300
tr|A0A174XM46|A0A174XM46_9FIRM	0.0	0	300
tr|A0A174XMY6|A0A174XMY6_9FIRM	0.0	0	300
tr|A0A176U6F7|A0A176U6F7_9FIRM	0.0	0	10
tr|A0A176U6T7|A0A176U6T7_9FIRM	0.0	0	90
tr|A0A177HSS1|A0A177HSS1_9ACTN	0.0	0	50
tr|A0A177MZI8|A0A177MZI8_9GAMM	0.0	0	300
tr|A0A177PNZ8|A0A177PNZ8_9BACI	0.0	0	102
tr|A0A177QPG5|A0A177QPG5_9PLAN	0.0	0	45
tr|A0A178IG23|A0A178IG23_9BACT	0.0	0	300
tr|A0A178IPB7|A0A178IPB7_9BACT	0.0	0	240
tr|A0A178K7C5|A0A178K7C5_9GAMM	0.0	0	73
tr|A0A180FAB9|A0A180FAB9_9BACT	0.0	0	300
tr|A0A181XUE3|A0A181XUE3_KLEOX	0.0	0	47
tr|A0KJM1|A0KJM1_AERHH	0.0	0	48
tr|A1HSK2|A1HSK2_9FIRM	0.0	0	130
tr|A1SZS9|A1SZS9_PSYIN	0.0	1	56
tr|A3DCR3|A3DCR3_CLOTH	0.0	0	13
tr|A3RV69|A3RV69_RALSL	0.0	0	300
tr|A4BFV6|A4BFV6_9GAMM	0.0	0	71
tr|A4J0I6|A4J0I6_DESRM	0.0	0	139
tr|A4J851|A4J851_DESRM	0.0	2	143
tr|A4J8R5|A4J8R5_DESRM	0.0	0	190
tr|A4RTH8|A4RTH8_OSTLU	0.0	0	273
tr|A5CZF4|A5CZF4_PELTS	0.0	0	300
tr|A5EX31|A5EX31_DICNV	0.0	0	79
tr|A5N4Z6|A5N4Z6_CLOK5	0.0	0	180
tr|A5Z7S4|A5Z7S4_9FIRM	0.0	10	68
tr|A6E8I5|A6E8I5_9SPHI	0.0	0	135
tr|A6G8C6|A6G8C6_9DELT	0.0	0	300
tr|A6NRV0|A6NRV0_9FIRM	0.0	0	300
tr|A6TKL5|A6TKL5_ALKMQ	0.0	0	300
tr|A6TKU3|A6TKU3_ALKMQ	0.0	0	274
tr|A6TQA1|A6TQA1_ALKMQ	0.0	0	91
tr|A6TUT5|A6TUT5_ALKMQ	0.0	0	146
tr|A7VPJ9|A7VPJ9_9FIRM	0.020284837522064177	2	300
tr|A7VUT3|A7VUT3_9FIRM	0.4169661046202081	65	300
tr|A7VW43|A7VW43_9FIRM	0.0	0	296
tr|A7VWF1|A7VWF1_9FIRM	0.0	0	94
tr|A8F6C2|A8F6C2_PSELT	0.0	0	171
tr|A8MJE8|A8MJE8_ALKOO	0.0	0	22
tr|A8MK87|A8MK87_ALKOO	0.0	0	230
tr|A8S5K2|A8S5K2_CLOBW	0.0	2	82
tr|A8S5M4|A8S5M4_CLOBW	0.0	3	236
tr|A8ZUG3|A8ZUG3_DESOH	0.0	0	300
tr|A8ZW07|A8ZW07_DESOH	0.0	0	300
tr|A9KN53|A9KN53_CLOPH	0.0	0	297
tr|A9KP13|A9KP13_CLOPH	0.0	0	32
tr|B0AD77|B0AD77_9FIRM	0.0	0	287
tr|B0CB05|B0CB05_ACAM1	0.0	0	88
tr|B0CLU7|B0CLU7_9DELT	0.0	0	48
tr|B0CMZ9|B0CMZ9_9DELT	0.0	0	128
tr|B0CN00|B0CN00_9DELT	0.0	0	220
tr|B0G487|B0G487_9FIRM	0.0	0	300
tr|B0G5G7|B0G5G7_9FIRM	30.02155953265494	40	33
tr|B0MAT7|B0MAT7_9FIRM	0.0	0	109
