"SUID","ACC","CAZY","CLASS","Cluster Size","Description","Domain","EC","EFI_ID","FAMILY","GDNA","GENUS","GI","GN","GO","HMP_Body_Site","HMP_Oxygen","IPRO","name","ORDER","Organism","PDB","PFAM","PHYLUM","selected","Sequence_Length","shared name","SPECIES","STATUS","Swissprot_Description","Taxonomy_ID","Uniprot_ID"
"1175753","R5QAY2","None","NA","1","Formate acetyltransferase (Pyruvate formate-lyase) ","Bacteria","None","NA","NA","False","NA","None","BN780_00261","0008861 formate C-acetyltransferase activity|0016829 lyase activity","None","None","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","R5QAY2","NA","Clostridium sp. CAG:780.","None","PF01228 Gly_radical|PF02901 PFL","NA","false","743","R5QAY2","NA","Unreviewed","NA","1262839","R5QAY2_9CLOT"
"1175754","A0A0K9NFJ1","None","Clostridia","1","Formate acetyltransferase ","Bacteria","None","NA","Lachnospiraceae","False","Dorea","901708132:1","HMPREF0980_00504","0008861 formate C-acetyltransferase activity","Gastrointestinal tract","Anaerobe","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","A0A0K9NFJ1","Clostridiales","Dorea sp. D27.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","743","A0A0K9NFJ1","Dorea sp. D27","Unreviewed","NA","658665","A0A0K9NFJ1_9FIR"
"1175755","R6Q9K0","None","NA","1","Formate acetyltransferase 1 ","Bacteria","None","NA","NA","False","NA","None","BN668_01078","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","R6Q9K0","NA","Firmicutes bacterium CAG:466.","None","PF01228 Gly_radical|PF02901 PFL","NA","false","743","R6Q9K0","NA","Unreviewed","NA","1263025","R6Q9K0_9FIRM"
"1175756","A0A0W8FYN4","None","NA","1","Pyruvate formate-lyase ","unclassified sequences","2.3.1.54 {ECO:0000313|EMBL:KUG26021.1}","NA","NA","False","NA","None","ASZ90_004150","0008861 formate C-acetyltransferase activity|0016829 lyase activity","None","None","IPR001150 Gly_radical|IPR004184 PFL_dom","A0A0W8FYN4","NA","hydrocarbon metagenome.","None","PF01228 Gly_radical|PF02901 PFL","NA","false","743","A0A0W8FYN4","NA","Unreviewed","NA","938273","A0A0W8FYN4_9ZZZ"
"1175757","A0A084J7D0","None","Clostridia","1","Formate acetyltransferase ","Bacteria","None","NA","Clostridiaceae","False","Clostridium","737148531:1","IO99_18035","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","A0A084J7D0","Clostridiales","Clostridium sulfidigenes.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","743","A0A084J7D0","Clostridium sulfidigenes","Unreviewed","NA","318464","A0A084J7D0_9CLO"
"1175774","B1C847","None","Clostridia","1","Formate C-acetyltransferase ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:EDS73184.1}","NA","Eubacteriaceae","False","Anaerofustis","494108564:1","ANASTE_00904","0008861 formate C-acetyltransferase activity","Gastrointestinal tract","Anaerobe","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","B1C847","Clostridiales","Anaerofustis stercorihominis DSM 17244.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","743","B1C847","Anaerofustis stercorihominis","Unreviewed","NA","445971","B1C847_9FIRM"
"1175775","G9RRE9|A0A0W7TQ71|A0A0D8IZ85","None","Clostridia","3","Formate acetyltransferase ","Bacteria","None","NA","Ruminococcaceae","False","Subdoligranulum|None","496680808:1|970442112:1|766953343:1","HMPREF1032_03551|ASJ35_10430|TQ39_09540","0008861 formate C-acetyltransferase activity","Gastrointestinal tract|None","Anaerobe|None","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","G9RRE9","Clostridiales","Subdoligranulum sp. 4_3_54A2FAA.|Ruminococcaceae bacterium 668.|Ruminococcaceae bacterium 585-1.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","743","G9RRE9","Subdoligranulum sp. 4_3_54A2FAA|Ruminococcaceae bacterium 668|Ruminococcaceae bacterium 585-1","Unreviewed","NA","665956|1550025|1550024","G9RRE9_9FIRM|A0A0W7TQ71_9FIR|A0A0D8IZ85_9FIR"
"1175776","W6S476","None","Clostridia","1","Formate acetyltransferase ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:CDM69142.1}","NA","Clostridiaceae","False","Clostridium","584456884:1","CM240_1984","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","W6S476","Clostridiales","Clostridium bornimense.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","743","W6S476","Clostridium bornimense","Unreviewed","NA","1216932","W6S476_9CLOT"
"1175777","A0A0X1U7X8","None","Clostridia","1","Formate acetyltransferase ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:AMJ41038.1}","NA","Lachnospiraceae","False","Tyzzerella","995954759:0","CPRO_14450","0008861 formate C-acetyltransferase activity","Gastrointestinal tract","Facultative","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","A0A0X1U7X8","Clostridiales","[Clostridium] propionicum DSM 1682.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","743","A0A0X1U7X8","[Clostridium] propionicum","Unreviewed","NA","991789","A0A0X1U7X8_CLOP"
"1175778","A0A150LDR9","None","NA","1","Pyruvate formate-lyase ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:KYD10370.1}","NA","NA","False","NA","518997411:1","B4135_3545","0008861 formate C-acetyltransferase activity|0016829 lyase activity","None","None","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","A0A150LDR9","NA","Caldibacillus debilis.","None","PF01228 Gly_radical|PF02901 PFL","NA","false","743","A0A150LDR9","NA","Unreviewed","NA","301148","A0A150LDR9_9BAC"
"1175779","A0A0K2JCP1|U2RAT2","None","Fusobacteriia","2","Formate acetyltransferase |Formate C-acetyltransferase ","Bacteria","None","NA","Leptotrichiaceae","False","Leptotrichia","922691267:1|545660994:1","AMK43_08350|HMPREF1984_02171","0008861 formate C-acetyltransferase activity","None|Oral","None|Not Specified","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","A0A0K2JCP1","Fusobacteriales","Leptotrichia sp. oral taxon 212.|Leptotrichia sp. oral taxon 215 str. W9775.","None","PF01228 Gly_radical|PF02901 PFL","Fusobacteria","false","743","A0A0K2JCP1","Leptotrichia sp. oral taxon 212|Leptotrichia sp. oral taxon 215","Unreviewed","NA","712357|1321779","A0A0K2JCP1_9FUS|U2RAT2_9FUSO"
"1175780","V9H4Q1|A0A0G9LD21|R9C1Y9","None","Clostridia","3","Formate acetyltransferase |Pyruvate formate-lyase ","Bacteria","None|2.3.1.54 {ECO:0000313|EMBL:EOR21246.1}","NA","Clostridiaceae","False","Clostridium","226914368:1|822570855:1|507128646:1","CSBG_03195|AAT22_04490|A500_13996","0008861 formate C-acetyltransferase activity|0016829 lyase activity","Gastrointestinal tract|None","Anaerobe|None","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","V9H4Q1","Clostridiales","Clostridium sp. 7_2_43FAA.|Clostridium sp. C8.|Clostridium sartagoforme AAU1.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","743|742","V9H4Q1","Clostridium sp. 7_2_43FAA|Clostridium sp. C8|Clostridium sartagoforme","Unreviewed","NA","457396|1667357|1202534","V9H4Q1_9CLOT|A0A0G9LD21_9CLO|R9C1Y9_9CLOT"
"1175781","B0NCC7|F7KR07","None","Clostridia","2","Formate C-acetyltransferase |Formate acetyltransferase ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:EDS07628.1}|None","NA","Lachnospiraceae","True|False","Lachnoclostridium|None","167663498:1|336009729:1","CLOSCI_01100|HMPREF0993_01412","0008861 formate C-acetyltransferase activity","Gastrointestinal tract","Anaerobe|Not Specified","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","B0NCC7","Clostridiales","[Clostridium] scindens ATCC 35704.|Lachnospiraceae bacterium 5_1_57FAA.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","743","B0NCC7","[Clostridium] scindens|Lachnospiraceae bacterium 5_1_57FAA","Unreviewed","NA","411468|658085","B0NCC7_CLOSV|F7KR07_9FIRM"
"1175766","L1NAT7|Z4WXW3","None","Bacteroidia","2","Formate C-acetyltransferase ","Bacteria","None|2.3.1.54 {ECO:0000313|EMBL:EWC93677.1}","NA","Porphyromonadaceae","False","Porphyromonas","429157794:1|583253181:1","HMPREF9134_01709|HMPREF0636_0587","0008861 formate C-acetyltransferase activity","Oral","Anaerobe|Not Specified","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","L1NAT7","Bacteroidales","Porphyromonas catoniae F0037.|Porphyromonas catoniae ATCC 51270.","None","PF01228 Gly_radical|PF02901 PFL","Bacteroidetes","false","743","L1NAT7","Porphyromonas catoniae","Unreviewed","NA","1127696|887901","L1NAT7_9PORP|Z4WXW3_9PORP"
"1175767","E3H745","None","Fusobacteriia","1","Formate acetyltransferase ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:ADO81941.1}","NA","Fusobacteriaceae","False","Ilyobacter","503151951:1","Ilyop_0152","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","E3H745","Fusobacteriales","Ilyobacter polytropus  (strain DSM 2926 / CuHBu1)","None","PF01228 Gly_radical|PF02901 PFL","Fusobacteria","false","743","E3H745","Ilyobacter polytropus","Unreviewed","NA","572544","E3H745_ILYPC"
"1175768","G9PYD1","None","Synergistia","1","Formate acetyltransferase ","Bacteria","None","NA","Synergistaceae","False","Synergistes","363612832:1","HMPREF1006_00643","0008861 formate C-acetyltransferase activity","Gastrointestinal tract","Obligate anaerobe","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","G9PYD1","Synergistales","Synergistes sp. 3_1_syn1.","None","PF01228 Gly_radical|PF02901 PFL","Synergistetes","false","743","G9PYD1","Synergistes sp. 3_1_syn1","Unreviewed","NA","457415","G9PYD1_9BACT"
"1175769","E5VUW3|R6RLX4|B0MHY9","None","Clostridia|NA","3","Formate acetyltransferase |Formate C-acetyltransferase ","Bacteria","None|2.3.1.54 {ECO:0000313|EMBL:EDR96478.1}","NA","Lachnospiraceae|NA","False","Anaerostipes|NA","316900510:1|None|167652349:1","HMPREF1011_01788|BN583_00835|ANACAC_03101","0008861 formate C-acetyltransferase activity","Gastrointestinal tract|None","Anaerobe|None","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","E5VUW3","Clostridiales|NA","Anaerostipes sp. 3_2_56FAA.|Anaerostipes sp. CAG:276.|Anaerostipes caccae DSM 14662.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes|NA","false","743","E5VUW3","Anaerostipes sp. 3_2_56FAA|NA|Anaerostipes caccae","Unreviewed","NA","665937|1262699|411490","E5VUW3_9FIRM|R6RLX4_9FIRM|B0MHY9_9FIRM"
"1175770","D0GLP0","None","Fusobacteriia","1","Formate C-acetyltransferase ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:EEY35019.1}","NA","Leptotrichiaceae","False","Leptotrichia","493860625:1","HMPREF0554_1821","0008861 formate C-acetyltransferase activity","Oral","Anaerobe","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","D0GLP0","Fusobacteriales","Leptotrichia goodfellowii F0264.","None","PF01228 Gly_radical|PF02901 PFL","Fusobacteria","false","743","D0GLP0","Leptotrichia goodfellowii","Unreviewed","NA","596323","D0GLP0_9FUSO"
"1175771","A0A022N9Q8|V5XNI0|R2MRS9","None","Bacilli","3","Formate acetyltransferase ","Bacteria","None","NA","Enterococcaceae","False","Enterococcus","602619478:1|558608872:1|508238931:2","AK89_03635|EMQU_1120|UAC_01913","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","A0A022N9Q8","Lactobacillales","Enterococcus mundtii CRL35.|Enterococcus mundtii QU 25.|Enterococcus mundtii ATCC 882.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","743","A0A022N9Q8","Enterococcus mundtii","Unreviewed","NA","1450511|1300150|1158598","A0A022N9Q8_ENTM|V5XNI0_ENTMU|R2MRS9_ENTMU"
"1175772","F6DKN3","None","Clostridia","1","Formate acetyltransferase ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:AEG60408.1}","NA","Peptococcaceae","False","Desulfotomaculum","503608092:1","Desru_2158","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","F6DKN3","Clostridiales","Desulfotomaculum ruminis  (strain ATCC 23193 / DSM 2154 / NCIB 8452 /DL)","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","743","F6DKN3","Desulfotomaculum ruminis","Unreviewed","NA","696281","F6DKN3_DESRL"
"1175773","A0A0A7FW01|A0A174S5J0|A0A174LJG6|A0A0F3FSL3","None","Clostridia","4","Formate acetyltransferase ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:AIY83777.1}|2.3.1.54 {ECO:0000313|EMBL:CUP90685.1}|2.3.1.54 {ECO:0000313|EMBL:CUP22717.1}|None","NA","Clostridiaceae","False","Clostridium","746266531:1|None|746266531:0|782619559:1","U729_2032|ERS852568_01250|ERS852519_01297|UC77_01860","0008861 formate C-acetyltransferase activity|None","None","None","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom|None","A0A0A7FW01","Clostridiales","Clostridium baratii str. Sullivan.|Clostridium baratii.","None","PF01228 Gly_radical|PF02901 PFL|None","Firmicutes","false","743","A0A0A7FW01","Clostridium baratii","Unreviewed","NA","1415775|1561","A0A0A7FW01_9CLO|A0A174S5J0_9CLO|A0A174LJG6_9CLO|A0A0F3FSL3_9CLO"
"1175790","D3MSU6|R5J1P6|A0A135YXS0","None","Clostridia|NA","3","Formate C-acetyltransferase ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:EFD04766.1}|None","NA","Peptostreptococcaceae|NA","False","Peptostreptococcus|NA","289156103:1|None|998235433:1","HMPREF0631_0496|BN738_00353|HMPREF3195_00365","0008861 formate C-acetyltransferase activity","Skin|None|Urogenital tract","Anaerobe|None","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","D3MSU6","Clostridiales|NA","Peptostreptococcus anaerobius 653-L.|Peptostreptococcus anaerobius CAG:621.|Peptostreptococcus anaerobius.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes|NA","false","743","D3MSU6","Peptostreptococcus anaerobius|NA","Unreviewed","NA","596329|1263100|1261","D3MSU6_9FIRM|R5J1P6_9FIRM|A0A135YXS0_9FIR"
"1175791","T4W5L7|A0A099HXM0|T4VVE8|A0A0J0TWR3|A0A0M3DE51|A0A0A8WBN6|A0A0A1SA32|A0A0C7GAL4","None","Clostridia","8","Formate acetyltransferase |Pyruvate formate-lyase |Formate acetyltransferase (Pyruvateformate-lyase) ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:EQK48192.1}|None|2.3.1.54 {ECO:0000313|EMBL:EQK44771.1}|2.3.1.54 {ECO:0000313|EMBL:KLR50080.1}|2.3.1.54 {ECO:0000313|EMBL:CEK39437.1}|2.3.1.54 {ECO:0000313|EMBL:CEQ05145.1}","NA","Peptostreptococcaceae|Clostridiaceae","False","Paraclostridium|Clostridium|Paeniclostridium","531772015:1|694268133:1|545058654:1|938471934:1|821175700:2|544696600:1|724425068:1|942505798:0","C671_0531|KD33_09715|C672_0436|WS9_34663|VN21_07800|JGS6382_27691|JGS6364_25901|R28058_28621","0008861 formate C-acetyltransferase activity|0016829 lyase activity","None|Not Specified|Gastrointestinal tract","None|Anaerobe|Not Specified","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","T4W5L7","Clostridiales","Paraclostridium bifermentans ATCC 19299.|Clostridium sp. NCR.|Paraclostridium bifermentans ATCC 638.|Paeniclostridium sordellii 8483.|Paraclostridium benzoelyticum.|Clostridium sordellii.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","743","T4W5L7","Paraclostridium bifermentans|Clostridium sp. NCR|Paeniclostridium sordellii|Paraclostridium benzoelyticum","Unreviewed","NA","1233170|1538552|1233171|1172204|1629550|1505","T4W5L7_CLOBI|A0A099HXM0_9CLO|T4VVE8_CLOBI|A0A0J0TWR3_CLOS|A0A0M3DE51_9FIR|A0A0A8WBN6_CLOS|A0A0A1SA32_CLOS|A0A0C7GAL4_CLOS"
"1175792","C0BY64","None","Clostridia","1","Formate C-acetyltransferase ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:EEG75135.1}","NA","Lachnospiraceae","False","Lachnoclostridium","493487316:1","CLOHYLEM_04752","0008861 formate C-acetyltransferase activity","Gastrointestinal tract","Anaerobe","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","C0BY64","Clostridiales","[Clostridium] hylemonae DSM 15053.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","743","C0BY64","[Clostridium] hylemonae","Unreviewed","NA","553973","C0BY64_9FIRM"
"1175793","I0GQ15","None","Negativicutes","1","Putative putative pyruvate formate-lyase ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:BAL82852.1}","NA","Selenomonadaceae","False","Selenomonas","381366024:1","SELR_11440","0008861 formate C-acetyltransferase activity|0016829 lyase activity","None","None","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","I0GQ15","Selenomonadales","Selenomonas ruminantium subsp. lactilytica  (strain NBRC 103574 /TAM6421)","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","743","I0GQ15","Selenomonas ruminantium","Unreviewed","NA","927704","I0GQ15_SELRL"
"1175794","S4CWM3","None","Bacilli","1","Formate C-acetyltransferase ","Bacteria","None","NA","Enterococcaceae","False","Enterococcus","514529806:1","D920_02870","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","S4CWM3","Lactobacillales","Enterococcus faecalis 13-SD-W-01.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","743","S4CWM3","Enterococcus faecalis","Unreviewed","NA","1260356","S4CWM3_ENTFL"
"1175795","A0A075K8M4","None","Negativicutes","1","Formate acetyltransferase ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:AIF49992.1}","NA","Sporomusaceae","False","Pelosinus","664787319:1","UFO1_0431","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","A0A075K8M4","Selenomonadales","Pelosinus sp. UFO1.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","743","A0A075K8M4","Pelosinus sp. UFO1","Unreviewed","NA","484770","A0A075K8M4_9FIR"
"1175796","F5IWH1","None","Bacteroidia","1","Formate acetyltransferase 1 ","Bacteria","None","NA","Porphyromonadaceae","False","Dysgonomonas","493852027:1","HMPREF9455_01438","0008861 formate C-acetyltransferase activity","Not Specified","Anaerobe","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","F5IWH1","Bacteroidales","Dysgonomonas gadei ATCC BAA-286.","None","PF01228 Gly_radical|PF02901 PFL","Bacteroidetes","false","743","F5IWH1","Dysgonomonas gadei","Unreviewed","NA","742766","F5IWH1_9PORP"
"1175797","J6QBV9|S4FE95|A0A0M2AKE1|A0A160N8L5|C9B6A3|R2SMY5|Q3XXI2|R2NNJ2|A0A0V7Y968|L2P1S4|C9BSA2|L2LQI9|C9AP56|L2QH09|A0A0M1XDA7|D4REW5|J6KTC0|C9BCH8|J8ZHA0|U7U586|W1K8C6|A0A0M1Y2J6|U2P038|A0A179DXC5|S0RMS6|A0A0M2B4G0|T4JEX0|L2PGL7|A0A133MS62|D4QH33|A0A0M1ZS89|I6T9J1|A0A0M2A2J5|R2M756|A0A132P2N7|A0A076GPP4|L2LCD9|L2LYJ5","None","Bacilli|Clostridia","38","Formate C-acetyltransferase |Formate acetyltransferase |Pyruvate formate-lyase ","Bacteria","None|2.3.1.54 {ECO:0000313|EMBL:AFK58772.1}|2.3.1.54 {ECO:0000313|EMBL:EMS75698.1}|2.3.1.54 {ECO:0000313|EMBL:EQJ06808.1}","NA","Enterococcaceae|Peptostreptococcaceae","False|True","Enterococcus|Clostridioides","488218057:1|498409636:2|257820682:1|508509317:2|488218057:3|958605214:1|430598035:1|488238338:1|403036950:1|474482489:1|544220574:0|510802021:2|531627979:0|985322793:2|488219026:1|486679118:1|498409636:3|486820988:1|985093896:102|670924229:1","HMPREF1378_01119|D357_00416|SIE_01054|A6P53_04860|EFRG_01148|UAO_01285|HMPREF0351_11148|SSI_01595|AOY33_10805|OK9_04128|EFUG_00132|OIG_03621|EFWG_01158|OKI_03446|HMPREF1359_00362|EfmE1679_0368|HMPREF1348_00079|EFSG_01231|HMPREF1345_01880|O991_00853|H318_07343|OI7_02862|I131_09855|A5489_13170|I571_02554|D353_00456|QQG_4978|OKA_03719|HMPREF3199_02253|EfmE980_0103|SM7_02064|I584_01221|SMG_01702|UA3_01747|AS238_11840|M395_07240|OIE_04090|OII_03519","0008861 formate C-acetyltransferase activity|0016740 transferase activity|0016829 lyase activity|None","Not Specified|None|Gastrointestinal tract|Blood|Skin","Not Specified|None|Facultative|Aerobe,Facultative","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom|None","J6QBV9","Lactobacillales|Clostridiales","Enterococcus faecium R496.|Enterococcus faecium SD3B-2.|Enterococcus faecium EnGen0153.|Enterococcus hirae.|Enterococcus faecium 1,231,501.|Enterococcus villorum ATCC 700913.|Enterococcus faecium DO.|Enterococcus faecium EnGen0191.|Enterococcus faecium |Enterococcus faecium EnGen0033.|Enterococcus faecium 1,231,408.|Enterococcus faecium EnGen0028.|Enterococcus faecium Com15.|Enterococcus faecium EnGen0038.|Enterococcus faecium E417.|Enterococcus faecium E1679.|Enterococcus faecium 505.|Enterococcus faecium 1,141,733.|Enterococcus faecium TX1337RF.|Enterococcus faecium 10/96A.|Enterococcus durans IPLA 655.|Enterococcus faecium EnGen0020.|Enterococcus faecium CRL1879.|Enterococcus durans ATCC 6056.|Enterococcus faecium OC2A-1.|Peptoclostridium difficile Y384.|Enterococcus faecium EnGen0026.|Enterococcus faecium E980.|Enterococcus faecium EnGen0178.|Enterococcus hirae  (strain ATCC 9790 / DSM 20160 / JCM 8729 / LMG 6399/ NBRC 3181 / NCIMB 6459 / NCDO 1258)|Enterococcus faecium EnGen0180.|Enterococcus faecium EnGen0263.|Enterococcus faecium T110.|Enterococcus faecium EnGen0003.|Enterococcus faecium EnGen0029.","None","PF01228 Gly_radical|PF02901 PFL|None","Firmicutes","false","743","J6QBV9","Enterococcus faecium|Enterococcus hirae|Enterococcus villorum|Enterococcus durans|Clostridioides difficile","Unreviewed","NA","1134836|1244155|1157448|1354|565658|1158604|333849|1157486|1352|1138916|565661|1138902|565663|1138921|1134817|546340|1134806|565659|1134802|1391465|1288492|1138897|1295527|1140001|1244151|1151391|1138917|529885|1157473|768486|1157475|1158553|1344042|1138901|1138903","J6QBV9_ENTFC|S4FE95_ENTFC|A0A0M2AKE1_ENTF|A0A160N8L5_ENTH|C9B6A3_ENTFC|R2SMY5_9ENTE|Q3XXI2_ENTFC|R2NNJ2_ENTFC|A0A0V7Y968_ENTF|L2P1S4_ENTFC|C9BSA2_ENTFC|L2LQI9_ENTFC|C9AP56_ENTFC|L2QH09_ENTFC|A0A0M1XDA7_ENTF|D4REW5_ENTFC|J6KTC0_ENTFC|C9BCH8_ENTFC|J8ZHA0_ENTFC|U7U586_ENTFC|W1K8C6_9ENTE|A0A0M1Y2J6_ENTF|U2P038_ENTFC|A0A179DXC5_ENTF|S0RMS6_9ENTE|A0A0M2B4G0_ENTF|T4JEX0_PEPDI|L2PGL7_ENTFC|A0A133MS62_ENTF|D4QH33_ENTFC|A0A0M1ZS89_ENTF|I6T9J1_ENTHA|A0A0M2A2J5_ENTF|R2M756_ENTFC|A0A132P2N7_ENTF|A0A076GPP4_ENTF|L2LCD9_ENTFC|L2LYJ5_ENTFC"
"1175782","A0A095YU54","None","Clostridia","1","Formate acetyltransferase ","Bacteria","None","NA","Clostridiales Family XIII","False","None","736409595:1","HMPREF1635_00290","0008861 formate C-acetyltransferase activity","Urogenital tract","Not Specified","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","A0A095YU54","Clostridiales","Clostridiales bacterium S5-A14a.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","743","A0A095YU54","Clostridiales bacterium S5-A14a","Unreviewed","NA","1230734","A0A095YU54_9FIR"
"1175783","F0SW32","None","Clostridia","1","Pyruvate formate-lyase PFL ","Bacteria","None","NA","Peptococcaceae","False","Syntrophobotulus","324966037:0","Sgly_2533","0016829 lyase activity","None","None","IPR001150 Gly_radical|IPR004184 PFL_dom","F0SW32","Clostridiales","Syntrophobotulus glycolicus  (strain DSM 8271 / FlGlyR)","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","743","F0SW32","Syntrophobotulus glycolicus","Unreviewed","NA","645991","F0SW32_SYNGF"
"1175784","A0A136WG47","None","Clostridia","1","Formate acetyltransferase ","Bacteria","2.3.1.54 {ECO:0000313|EMBL:KXL53437.1}","NA","Lachnospiraceae","False","Tyzzerella","1000493888:0","CLNEO_14080","0008861 formate C-acetyltransferase activity","None","None","IPR005949 Form_AcTrfase|IPR019777 Form_AcTrfase_GR_CS|IPR001150 Gly_radical|IPR004184 PFL_dom","A0A136WG47","Clostridiales","[Clostridium] neopropionicum.","None","PF01228 Gly_radical|PF02901 PFL","Firmicutes","false","743","A0A136WG47","[Clostridium] neopropionicum","Unreviewed","NA","36847","A0A136WG47_9FIR"
